chr2L	448701	high-redundant	7mer-m8	378
chr2L	448998	high-redundant	7mer-a1	2
chr2L	454404	miR->non-TF	7mer-a1	4
chr2L	458720	low-redundant	7mer-a1	2
chr2L	458724	low-redundant	7mer-a1	154
chr2L	459327	high-redundant	7mer-m8	2
chr2L	460335	high-redundant	8mer	4
chr2L	460413	high-redundant	7mer-m8	2
chr2L	460464	high-redundant	7mer-m8	2
chr2L	460495	high-redundant	7mer-a1	2
chr2L	540460	low-redundant	7mer-m8	2
chr2L	540460	low-redundant	7mer-a1	2
chr2L	540659	low-redundant	7mer-m8	42
chr2L	540928	low-redundant	7mer-a1	392
chr2L	540933	low-redundant	7mer-a1	376
chr2L	542794	high-redundant	7mer-m8	3
chr2L	542794	high-redundant	7mer-a1	3
chr2L	542852	high-redundant	7mer-m8	2
chr2L	542878	high-redundant	7mer-m8	43
chr2L	542879	high-redundant	7mer-m8	2
chr2L	543095	high-redundant	7mer-m8	2
chr2L	543177	high-redundant	7mer-a1	8
chr2L	545147	high-redundant	8mer	163
chr2L	545151	high-redundant	8mer	2
chr2L	545152	high-redundant	8mer	15
chr2L	553147	miR->non-TF	7mer-m8	178
chr2L	553147	miR->non-TF	7mer-a1	178
chr2L	553148	miR->non-TF	7mer-m8	255
chr2L	553148	miR->non-TF	7mer-a1	255
chr2L	553506	high-redundant	7mer-m8	310
chr2L	553709	high-redundant	8mer	341
chr2L	572706	miR->non-TF	7mer-a1	4
chr2L	573003	miR->non-TF	7mer-a1	1
chr2L	575294	high-redundant	7mer-a1	4
chr2L	575351	high-redundant	7mer-m8	4
chr2L	575556	miR->non-TF	7mer-m8	258
chr2L	575557	miR->non-TF	7mer-m8	392
chr2L	575647	high-redundant	8mer	364
chr2L	579533	low-redundant	7mer-m8	45
chr2L	583754	low-redundant	7mer-m8	30
chr2L	583755	low-redundant	7mer-m8	29
chr2L	584013	low-redundant	8mer	390
chr2L	603420	low-redundant	7mer-a1	382
chr2L	603580	low-redundant	7mer-m8	8
chr2L	603580	low-redundant	7mer-a1	8
chr2L	603643	low-redundant	7mer-a1	6
chr2L	603683	low-redundant	7mer-m8	8
chr2L	628230	low-redundant	7mer-a1	2
chr2L	628234	low-redundant	7mer-a1	386
chr2L	628259	low-redundant	7mer-m8	390
chr2L	628295	low-redundant	7mer-a1	390
chr2L	640704	high-redundant	7mer-a1	14
chr2L	756674	high-redundant	7mer-a1	4
chr2L	759419	high-redundant	7mer-m8	391
chr2L	759422	high-redundant	7mer-m8	2
chr2L	759533	high-redundant	7mer-m8	96
chr2L	759539	high-redundant	7mer-m8	155
chr2L	759851	high-redundant	8mer	4
chr2L	760040	high-redundant	7mer-m8	61
chr2L	760043	high-redundant	7mer-m8	20
chr2L	760052	high-redundant	7mer-m8	4
chr2L	760259	high-redundant	8mer	228
chr2L	760502	high-redundant	7mer-m8	134
chr2L	760503	high-redundant	7mer-m8	4
chr2L	760589	high-redundant	7mer-m8	4
chr2L	760965	miR->non-TF	7mer-a1	5
chr2L	761114	high-redundant	7mer-a1	12
chr2L	761115	high-redundant	7mer-a1	26
chr2L	761162	high-redundant	7mer-a1	79
chr2L	761282	high-redundant	7mer-a1	18
chr2L	761434	high-redundant	7mer-a1	52
chr2L	761434	miR->non-TF	8mer	52
chr2L	761444	high-redundant	7mer-a1	143
chr2L	761445	high-redundant	7mer-a1	7
chr2L	761449	high-redundant	7mer-a1	200
chr2L	761685	miR->non-TF	7mer-a1	1
chr2L	761694	high-redundant	7mer-a1	65
chr2L	761871	high-redundant	7mer-m8	22
chr2L	761872	high-redundant	7mer-m8	346
chr2L	761873	high-redundant	7mer-m8	392
chr2L	761901	high-redundant	7mer-a1	8
chr2L	761906	high-redundant	7mer-a1	4
chr2L	761992	high-redundant	7mer-a1	32
chr2L	762300	high-redundant	7mer-a1	21
chr2L	773954	low-redundant	7mer-m8	6
chr2L	773958	low-redundant	7mer-m8	5
chr2L	779628	non-redundant	7mer-a1	2
chr2L	782875	miR->non-TF	8mer	386
chr2L	786166	high-redundant	7mer-m8	4
chr2L	786625	high-redundant	7mer-m8	2
chr2L	787149	high-redundant	7mer-m8	43
chr2L	787284	high-redundant	7mer-m8	6
chr2L	787287	high-redundant	7mer-m8	144
chr2L	787380	high-redundant	7mer-m8	280
chr2L	787686	high-redundant	7mer-m8	2
chr2L	788192	miR->non-TF	8mer	8
chr2L	788196	miR->non-TF	8mer	4
chr2L	788242	high-redundant	8mer	2
chr2L	788697	high-redundant	8mer	9
chr2L	813355	low-redundant	7mer-m8	8
chr2L	813359	low-redundant	7mer-m8	8
chr2L	813380	low-redundant	8mer	2
chr2L	813442	low-redundant	7mer-a1	4
chr2L	817511	miR->non-TF	8mer	62
chr2L	817719	high-redundant	7mer-m8	6
chr2L	817807	high-redundant	7mer-a1	7
chr2L	817809	high-redundant	7mer-a1	2
chr2L	817895	high-redundant	7mer-a1	208
chr2L	817934	high-redundant	7mer-m8	136
chr2L	818084	high-redundant	7mer-m8	79
chr2L	818163	miR->non-TF	7mer-a1	392
chr2L	818166	miR->non-TF	7mer-a1	374
chr2L	818225	low-redundant	7mer-a1	102
chr2L	818314	low-redundant	7mer-m8	2
chr2L	818314	low-redundant	8mer	2
chr2L	818314	miR->non-TF	7mer-a1	2
chr2L	824322	low-redundant	7mer-m8	2
chr2L	824356	miR->non-TF	8mer	14
chr2L	831950	high-redundant	7mer-a1	5
chr2L	832903	high-redundant	8mer	392
chr2L	832903	high-redundant	7mer-a1	392
chr2L	832903	miR->non-TF	7mer-a1	392
chr2L	833109	high-redundant	7mer-a1	2
chr2L	833738	low-redundant	7mer-m8	4
chr2L	834484	low-redundant	8mer	2
chr2L	856474	miR->non-TF	7mer-m8	2
chr2L	856476	miR->non-TF	7mer-m8	4
chr2L	856477	miR->non-TF	7mer-m8	4
chr2L	861766	non-redundant	7mer-m8	14
chr2L	868537	miR->non-TF	7mer-a1	18
chr2L	877290	high-redundant	7mer-a1	20
chr2L	877296	high-redundant	7mer-a1	276
chr2L	877481	high-redundant	7mer-m8	1
chr2L	877808	high-redundant	8mer	6
chr2L	878208	high-redundant	7mer-m8	28
chr2L	1008404	high-redundant	7mer-m8	4
chr2L	1008500	high-redundant	8mer	45
chr2L	1008633	high-redundant	7mer-a1	361
chr2L	1008655	high-redundant	8mer	390
chr2L	1008940	miR->non-TF	7mer-a1	333
chr2L	1009127	high-redundant	8mer	3
chr2L	1009255	miR->non-TF	7mer-a1	6
chr2L	1009256	miR->non-TF	7mer-a1	66
chr2L	1009258	miR->non-TF	7mer-a1	382
chr2L	1009343	high-redundant	7mer-m8	2
chr2L	1009408	high-redundant	7mer-a1	2
chr2L	1009412	high-redundant	7mer-a1	5
chr2L	1009486	high-redundant	8mer	5
chr2L	1009506	miR->non-TF	7mer-m8	2
chr2L	1009807	high-redundant	7mer-a1	20
chr2L	1009870	high-redundant	7mer-m8	16
chr2L	1009945	miR->non-TF	7mer-a1	2
chr2L	1010003	miR->non-TF	7mer-m8	226
chr2L	1010364	miR->non-TF	7mer-a1	392
chr2L	1010369	miR->non-TF	7mer-a1	390
chr2L	1010370	miR->non-TF	7mer-a1	392
chr2L	1010391	high-redundant	7mer-m8	390
chr2L	1010394	high-redundant	7mer-m8	390
chr2L	1010853	high-redundant	7mer-m8	22
chr2L	1010854	high-redundant	7mer-m8	12
chr2L	1011041	miR->non-TF	7mer-m8	2
chr2L	1011610	high-redundant	8mer	4
chr2L	1011610	high-redundant	7mer-m8	4
chr2L	1011615	high-redundant	8mer	2
chr2L	1012866	high-redundant	7mer-m8	390
chr2L	1013732	high-redundant	7mer-m8	2
chr2L	1013853	high-redundant	7mer-a1	3
chr2L	1038506	low-redundant	7mer-m8	390
chr2L	1038579	low-redundant	7mer-m8	2
chr2L	1038644	low-redundant	7mer-m8	4
chr2L	1038648	low-redundant	7mer-m8	8
chr2L	1049690	high-redundant	7mer-a1	38
chr2L	1049963	high-redundant	7mer-m8	362
chr2L	1050054	high-redundant	7mer-a1	2
chr2L	1050411	miR->non-TF	7mer-m8	2
chr2L	1050417	miR->non-TF	7mer-m8	2
chr2L	1050424	high-redundant	7mer-m8	2
chr2L	1050426	high-redundant	7mer-m8	6
chr2L	1050651	high-redundant	7mer-m8	2
chr2L	1051108	high-redundant	7mer-a1	4
chr2L	1051198	high-redundant	7mer-m8	392
chr2L	1051342	miR->non-TF	7mer-m8	130
chr2L	1051547	high-redundant	7mer-m8	5
chr2L	1051547	high-redundant	8mer	5
chr2L	1083194	high-redundant	7mer-a1	22
chr2L	1083837	high-redundant	8mer	385
chr2L	1083837	high-redundant	7mer-a1	385
chr2L	1083837	miR->non-TF	7mer-a1	385
chr2L	1083841	high-redundant	8mer	9
chr2L	1083841	high-redundant	7mer-a1	9
chr2L	1083841	miR->non-TF	7mer-a1	9
chr2L	1083858	high-redundant	8mer	2
chr2L	1083899	high-redundant	7mer-m8	141
chr2L	1084531	high-redundant	8mer	14
chr2L	1084727	high-redundant	7mer-m8	18
chr2L	1084851	high-redundant	7mer-a1	10
chr2L	1085426	high-redundant	7mer-m8	392
chr2L	1114922	high-redundant	7mer-a1	347
chr2L	1114928	high-redundant	7mer-a1	6
chr2L	1132011	low-redundant	7mer-m8	2
chr2L	1132011	low-redundant	7mer-a1	2
chr2L	1132011	miR->non-TF	7mer-a1	2
chr2L	1140056	miR->non-TF	8mer	3
chr2L	1140058	miR->non-TF	8mer	8
chr2L	1140072	miR->non-TF	7mer-a1	379
chr2L	1140129	high-redundant	7mer-m8	2
chr2L	1140132	high-redundant	7mer-m8	2
chr2L	1140374	high-redundant	7mer-a1	38
chr2L	1140374	high-redundant	7mer-m8	38
chr2L	1140520	high-redundant	7mer-a1	1
chr2L	1140677	high-redundant	7mer-a1	2
chr2L	1140680	high-redundant	7mer-a1	1
chr2L	1141003	miR->non-TF	7mer-a1	368
chr2L	1147289	miR->non-TF	7mer-m8	4
chr2L	1149485	non-redundant	7mer-m8	4
chr2L	1151613	low-redundant	7mer-a1	321
chr2L	1151633	low-redundant	7mer-m8	2
chr2L	1151636	low-redundant	7mer-a1	4
chr2L	1151636	low-redundant	7mer-m8	4
chr2L	1151636	miR->non-TF	7mer-m8	4
chr2L	1151641	low-redundant	7mer-a1	22
chr2L	1151641	miR->non-TF	7mer-m8	22
chr2L	1160408	low-redundant	8mer	2
chr2L	1166380	low-redundant	8mer	6
chr2L	1166390	low-redundant	7mer-m8	306
chr2L	1166395	low-redundant	7mer-m8	306
chr2L	1166447	low-redundant	7mer-a1	45
chr2L	1166449	low-redundant	7mer-a1	45
chr2L	1167178	low-redundant	7mer-a1	390
chr2L	1167212	low-redundant	8mer	5
chr2L	1167212	low-redundant	7mer-a1	5
chr2L	1170959	high-redundant	7mer-a1	71
chr2L	1171598	high-redundant	7mer-a1	2
chr2L	1171649	high-redundant	7mer-m8	210
chr2L	1171652	high-redundant	7mer-m8	2
chr2L	1171866	high-redundant	7mer-m8	372
chr2L	1177589	low-redundant	7mer-a1	392
chr2L	1179625	high-redundant	7mer-m8	2
chr2L	1179856	miR->non-TF	7mer-a1	374
chr2L	1180340	high-redundant	7mer-m8	4
chr2L	1180361	high-redundant	8mer	6
chr2L	1180583	high-redundant	8mer	348
chr2L	1181101	high-redundant	7mer-m8	2
chr2L	1181333	high-redundant	7mer-a1	4
chr2L	1181335	high-redundant	7mer-a1	388
chr2L	1181527	high-redundant	7mer-m8	80
chr2L	1181531	high-redundant	7mer-m8	2
chr2L	1182250	high-redundant	7mer-a1	8
chr2L	1182469	low-redundant	7mer-a1	27
chr2L	1185646	low-redundant	7mer-a1	292
chr2L	1196608	non-redundant	8mer	392
chr2L	1198555	miR->non-TF	7mer-a1	3
chr2L	1199643	miR->non-TF	8mer	2
chr2L	1199646	miR->non-TF	8mer	70
chr2L	1199691	low-redundant	8mer	392
chr2L	1199693	low-redundant	8mer	384
chr2L	1199706	low-redundant	7mer-a1	2
chr2L	1200518	low-redundant	7mer-m8	2
chr2L	1200621	low-redundant	7mer-m8	16
chr2L	1200640	low-redundant	7mer-m8	378
chr2L	1200640	low-redundant	7mer-a1	378
chr2L	1200641	low-redundant	7mer-m8	16
chr2L	1200641	low-redundant	7mer-a1	16
chr2L	1205109	low-redundant	8mer	2
chr2L	1205154	low-redundant	7mer-m8	392
chr2L	1229580	low-redundant	7mer-a1	18
chr2L	1242178	low-redundant	8mer	6
chr2L	1242178	low-redundant	7mer-a1	6
chr2L	1242232	low-redundant	7mer-a1	14
chr2L	1242235	low-redundant	7mer-a1	2
chr2L	1242236	low-redundant	7mer-a1	5
chr2L	1242365	low-redundant	7mer-m8	70
chr2L	1242368	low-redundant	7mer-m8	2
chr2L	1242840	low-redundant	7mer-a1	384
chr2L	1242967	low-redundant	7mer-a1	374
chr2L	1293812	miR->non-TF	7mer-a1	8
chr2L	1293818	miR->non-TF	7mer-a1	2
chr2L	1293920	high-redundant	7mer-a1	25
chr2L	1293921	high-redundant	7mer-a1	46
chr2L	1293922	high-redundant	7mer-a1	4
chr2L	1293923	high-redundant	7mer-a1	4
chr2L	1294359	high-redundant	7mer-m8	2
chr2L	1294362	high-redundant	7mer-m8	2
chr2L	1295438	miR->non-TF	7mer-m8	2
chr2L	1295440	miR->non-TF	7mer-m8	2
chr2L	1295767	high-redundant	7mer-m8	2
chr2L	1295767	high-redundant	7mer-a1	2
chr2L	1296005	miR->non-TF	7mer-m8	98
chr2L	1296063	miR->non-TF	7mer-m8	4
chr2L	1296391	high-redundant	8mer	6
chr2L	1334993	low-redundant	7mer-m8	2
chr2L	1335453	low-redundant	7mer-a1	383
chr2L	1335515	low-redundant	7mer-a1	4
chr2L	1335619	miR->non-TF	7mer-a1	392
chr2L	1335623	miR->non-TF	7mer-a1	2
chr2L	1344964	low-redundant	7mer-m8	2
chr2L	1351776	non-redundant	7mer-a1	3
chr2L	1354154	non-redundant	7mer-m8	328
chr2L	1354156	non-redundant	7mer-m8	382
chr2L	1354934	non-redundant	7mer-m8	366
chr2L	1360035	non-redundant	7mer-m8	2
chr2L	1380109	high-redundant	7mer-a1	382
chr2L	1380148	high-redundant	7mer-m8	8
chr2L	1380651	high-redundant	7mer-m8	25
chr2L	1380652	high-redundant	7mer-m8	4
chr2L	1380653	high-redundant	7mer-m8	71
chr2L	1381147	high-redundant	7mer-a1	2
chr2L	1381148	high-redundant	7mer-a1	2
chr2L	1381153	high-redundant	8mer	4
chr2L	1381411	miR->non-TF	7mer-a1	16
chr2L	1381587	high-redundant	7mer-m8	5
chr2L	1428974	low-redundant	7mer-m8	4
chr2L	1493798	low-redundant	8mer	374
chr2L	1493841	low-redundant	7mer-m8	26
chr2L	1493842	low-redundant	7mer-m8	7
chr2L	1493843	low-redundant	7mer-m8	20
chr2L	1496994	non-redundant	7mer-a1	386
chr2L	1496995	non-redundant	7mer-a1	392
chr2L	1496997	non-redundant	7mer-a1	205
chr2L	1498483	non-redundant	7mer-a1	388
chr2L	1500814	miR->non-TF	8mer	32
chr2L	1500908	non-redundant	7mer-a1	91
chr2L	1516763	low-redundant	7mer-a1	4
chr2L	1516806	low-redundant	7mer-a1	388
chr2L	1517613	low-redundant	7mer-m8	139
chr2L	1524453	low-redundant	7mer-m8	386
chr2L	1524542	low-redundant	7mer-a1	6
chr2L	1584802	low-redundant	7mer-a1	53
chr2L	1584859	low-redundant	7mer-a1	82
chr2L	1594854	low-redundant	8mer	4
chr2L	1594855	low-redundant	8mer	2
chr2L	1594923	low-redundant	7mer-m8	8
chr2L	1594926	low-redundant	7mer-m8	14
chr2L	1594999	low-redundant	7mer-m8	12
chr2L	1606753	high-redundant	7mer-m8	26
chr2L	1606757	high-redundant	7mer-m8	4
chr2L	1607981	high-redundant	7mer-m8	4
chr2L	1608138	high-redundant	7mer-m8	2
chr2L	1608140	high-redundant	7mer-m8	6
chr2L	1608182	high-redundant	7mer-a1	5
chr2L	1608187	high-redundant	7mer-a1	159
chr2L	1608188	high-redundant	7mer-a1	105
chr2L	1608448	high-redundant	7mer-a1	6
chr2L	1608832	miR->non-TF	7mer-a1	1
chr2L	1608928	miR->non-TF	7mer-m8	6
chr2L	1609124	high-redundant	7mer-a1	97
chr2L	1609199	high-redundant	7mer-a1	22
chr2L	1609228	high-redundant	7mer-a1	2
chr2L	1609327	miR->non-TF	7mer-a1	2
chr2L	1696532	high-redundant	8mer	4
chr2L	1697143	high-redundant	7mer-a1	392
chr2L	1697811	high-redundant	7mer-a1	390
chr2L	1698599	high-redundant	7mer-a1	388
chr2L	1698807	high-redundant	7mer-a1	392
chr2L	1698808	high-redundant	7mer-a1	384
chr2L	1699440	high-redundant	7mer-a1	2
chr2L	1699488	high-redundant	7mer-m8	1
chr2L	1699812	high-redundant	7mer-m8	2
chr2L	1699922	high-redundant	7mer-m8	392
chr2L	1700095	high-redundant	7mer-a1	390
chr2L	1701530	high-redundant	7mer-a1	392
chr2L	1702888	high-redundant	7mer-a1	212
chr2L	1703435	high-redundant	7mer-a1	2
chr2L	1703439	high-redundant	8mer	2
chr2L	1706316	low-redundant	7mer-a1	44
chr2L	1706848	high-redundant	7mer-a1	2
chr2L	1706889	low-redundant	7mer-a1	392
chr2L	1706890	low-redundant	7mer-a1	388
chr2L	1706922	high-redundant	7mer-m8	2
chr2L	1707159	high-redundant	7mer-a1	220
chr2L	1707192	high-redundant	7mer-m8	390
chr2L	1711319	low-redundant	8mer	78
chr2L	1716277	low-redundant	7mer-a1	392
chr2L	1716867	miR->non-TF	8mer	385
chr2L	1724879	low-redundant	7mer-a1	22
chr2L	1724908	low-redundant	7mer-a1	2
chr2L	1724973	low-redundant	8mer	6
chr2L	1731083	miR->non-TF	7mer-m8	14
chr2L	1731151	low-redundant	7mer-m8	140
chr2L	1731362	low-redundant	7mer-a1	2
chr2L	1750726	low-redundant	7mer-a1	122
chr2L	1750729	low-redundant	7mer-a1	392
chr2L	1750851	non-redundant	8mer	40
chr2L	1752837	low-redundant	8mer	37
chr2L	1752837	low-redundant	7mer-a1	37
chr2L	1856939	high-redundant	7mer-m8	2
chr2L	1857002	high-redundant	7mer-a1	392
chr2L	1857406	high-redundant	7mer-m8	392
chr2L	1857467	miR->non-TF	7mer-m8	4
chr2L	1857771	miR->non-TF	7mer-a1	2
chr2L	1943473	low-redundant	8mer	392
chr2L	1943838	miR->non-TF	7mer-a1	4
chr2L	1944164	miR->non-TF	7mer-a1	94
chr2L	1944253	low-redundant	7mer-m8	4
chr2L	1950602	high-redundant	7mer-m8	12
chr2L	1950610	high-redundant	7mer-a1	4
chr2L	1950610	high-redundant	8mer	4
chr2L	1950613	high-redundant	7mer-a1	126
chr2L	1950613	high-redundant	8mer	126
chr2L	1950888	high-redundant	7mer-m8	42
chr2L	1975327	low-redundant	8mer	6
chr2L	1976177	low-redundant	7mer-m8	6
chr2L	1981955	low-redundant	7mer-m8	388
chr2L	1982010	low-redundant	8mer	98
chr2L	1982018	low-redundant	7mer-m8	50
chr2L	1982020	low-redundant	7mer-m8	272
chr2L	1982043	low-redundant	7mer-a1	374
chr2L	1984581	low-redundant	7mer-a1	2
chr2L	1984621	low-redundant	7mer-a1	14
chr2L	1991553	low-redundant	8mer	386
chr2L	1991554	low-redundant	8mer	372
chr2L	1991725	low-redundant	7mer-a1	28
chr2L	1991728	low-redundant	7mer-a1	234
chr2L	1997205	low-redundant	7mer-a1	390
chr2L	1997741	low-redundant	7mer-a1	2
chr2L	1997752	miR->non-TF	7mer-m8	2
chr2L	2030536	high-redundant	8mer	4
chr2L	2032560	non-redundant	7mer-m8	2
chr2L	2043558	high-redundant	7mer-m8	64
chr2L	2043559	high-redundant	7mer-m8	64
chr2L	2044136	miR->non-TF	8mer	45
chr2L	2047661	low-redundant	7mer-m8	153
chr2L	2058863	miR->non-TF	8mer	390
chr2L	2058867	miR->non-TF	8mer	390
chr2L	2059106	low-redundant	7mer-a1	392
chr2L	2059541	miR->non-TF	7mer-a1	386
chr2L	2081237	non-redundant	7mer-a1	389
chr2L	2127690	low-redundant	7mer-m8	4
chr2L	2127927	low-redundant	7mer-a1	392
chr2L	2128098	low-redundant	7mer-a1	4
chr2L	2128100	low-redundant	7mer-a1	4
chr2L	2128212	miR->non-TF	7mer-a1	2
chr2L	2137115	low-redundant	7mer-m8	2
chr2L	2137363	low-redundant	8mer	353
chr2L	2137558	low-redundant	7mer-m8	2
chr2L	2145368	low-redundant	7mer-a1	34
chr2L	2145445	miR->TF	8mer	43
chr2L	2145530	low-redundant	7mer-a1	37
chr2L	2145531	low-redundant	7mer-a1	2
chr2L	2145712	miR->TF	7mer-a1	14
chr2L	2151632	non-redundant	8mer	389
chr2L	2155388	miR->non-TF	7mer-m8	2
chr2L	2156372	low-redundant	7mer-m8	2
chr2L	2156400	miR->non-TF	7mer-a1	390
chr2L	2156679	low-redundant	7mer-a1	386
chr2L	2156880	high-redundant	7mer-a1	4
chr2L	2157508	high-redundant	7mer-a1	14
chr2L	2157737	high-redundant	7mer-a1	251
chr2L	2157740	high-redundant	7mer-a1	392
chr2L	2190254	low-redundant	8mer	2
chr2L	2206605	non-redundant	7mer-m8	107
chr2L	2209997	high-redundant	7mer-a1	23
chr2L	2209999	high-redundant	7mer-a1	218
chr2L	2210002	high-redundant	7mer-a1	2
chr2L	2210012	high-redundant	7mer-a1	6
chr2L	2210013	high-redundant	7mer-a1	2
chr2L	2210015	high-redundant	7mer-a1	386
chr2L	2215142	low-redundant	7mer-a1	390
chr2L	2215295	low-redundant	7mer-m8	16
chr2L	2215310	low-redundant	8mer	2
chr2L	2216790	miR->non-TF	7mer-a1	10
chr2L	2225307	low-redundant	7mer-m8	2
chr2L	2225538	miR->non-TF	7mer-a1	390
chr2L	2225570	low-redundant	7mer-m8	2
chr2L	2230496	low-redundant	7mer-m8	12
chr2L	2230536	low-redundant	8mer	382
chr2L	2230545	low-redundant	8mer	392
chr2L	2230696	low-redundant	7mer-a1	390
chr2L	2230819	miR->non-TF	7mer-a1	2
chr2L	2231117	low-redundant	7mer-a1	65
chr2L	2231426	low-redundant	7mer-a1	5
chr2L	2231759	low-redundant	8mer	380
chr2L	2231762	low-redundant	8mer	380
chr2L	2231763	low-redundant	8mer	300
chr2L	2244445	low-redundant	7mer-a1	387
chr2L	2244705	low-redundant	8mer	211
chr2L	2244706	low-redundant	8mer	211
chr2L	2244707	low-redundant	7mer-m8	3
chr2L	2244711	low-redundant	7mer-m8	10
chr2L	2244798	low-redundant	8mer	4
chr2L	2268141	miR->non-TF	7mer-a1	6
chr2L	2268297	miR->non-TF	7mer-a1	169
chr2L	2268298	miR->non-TF	7mer-a1	169
chr2L	2268300	miR->non-TF	7mer-a1	35
chr2L	2285938	non-redundant	7mer-a1	378
chr2L	2300750	low-redundant	7mer-m8	258
chr2L	2300837	low-redundant	7mer-m8	38
chr2L	2300843	low-redundant	7mer-a1	35
chr2L	2300843	low-redundant	7mer-m8	35
chr2L	2300843	miR->non-TF	8mer	35
chr2L	2308811	low-redundant	7mer-a1	366
chr2L	2358000	high-redundant	7mer-m8	1
chr2L	2358183	high-redundant	8mer	392
chr2L	2358185	high-redundant	8mer	2
chr2L	2358235	high-redundant	7mer-a1	392
chr2L	2358491	high-redundant	7mer-a1	366
chr2L	2358531	high-redundant	7mer-m8	9
chr2L	2358531	high-redundant	7mer-a1	9
chr2L	2359413	miR->non-TF	7mer-m8	392
chr2L	2369075	high-redundant	7mer-a1	384
chr2L	2369117	high-redundant	7mer-m8	257
chr2L	2369274	high-redundant	7mer-a1	2
chr2L	2369348	high-redundant	7mer-m8	12
chr2L	2369590	high-redundant	7mer-m8	372
chr2L	2369698	high-redundant	8mer	2
chr2L	2369861	high-redundant	7mer-m8	390
chr2L	2369956	high-redundant	8mer	324
chr2L	2369956	high-redundant	7mer-m8	324
chr2L	2369956	miR->non-TF	7mer-m8	324
chr2L	2369958	high-redundant	8mer	4
chr2L	2369958	high-redundant	7mer-m8	4
